"","id","observed_on_string","observed_on","time_observed_at","time_zone","quality_grade","url","image_url","tag_list","description","num_identification_agreements","num_identification_disagreements","latitude","longitude","species_guess","scientific_name","iconic_taxon_name","taxon_id","taxon_subfamily_name","taxon_genus_name","datetimes","utc_hour","local_hour","season","midday_dist","is_night","local_hour_diff","hour_adj","coords.x1","coords.x2","grid_id","cell_lat","cell_long","category","year","yday","daymet_tile","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","temp_min","precip"
"11",13227578,"Fri Jun 08 2018 07:57:04 GMT-0400 (EDT)","2018-06-08","2018-06-08 11:57:04 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/13227578","https://static.inaturalist.org/photos/19347658/medium.jpg","","",1,0,28.1625489028,-82.3306288441,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2018-06-08 12:00:00,12,8,"3",7,FALSE,-6.23222627737226,1,28.1625489028,-82.3306288441,201,29.695652173913,-81.7391304347826,"ants",2018,159,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.32,25.93
"12",13230128,"Fri Jun 08 2018 09:52:12 GMT-0400 (EDT)","2018-06-08","2018-06-08 13:52:12 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/13230128","https://inaturalist-open-data.s3.amazonaws.com/photos/19352286/medium.jpg","","",1,0,28.0374695654,-82.4155171358,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2018-06-08 14:00:00,14,10,"3",5,FALSE,-4.23222627737226,1,28.0374695654,-82.4155171358,201,29.695652173913,-81.7391304347826,"ants",2018,159,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.32,25.93
"13",14021060,"2018-07-03 4:46:50 PM EDT","2018-07-03","2018-07-03 20:46:50 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/14021060","https://inaturalist-open-data.s3.amazonaws.com/photos/20743018/medium.jpg","","",1,0,28.5797898285,-81.4774759021,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2018-07-03 21:00:00,21,17,"3",2,FALSE,2.76777372262774,1,28.5797898285,-81.4774759021,201,29.695652173913,-81.7391304347826,"ants",2018,184,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81,0
"14",14389974,"2018-07-15 2:07:41 PM EDT","2018-07-15","2018-07-15 18:07:41 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/14389974","https://inaturalist-open-data.s3.amazonaws.com/photos/21399229/medium.jpeg","","",2,0,28.360170701,-81.2064354725,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2018-07-15 18:00:00,18,14,"3",1,FALSE,-0.232226277372263,1,28.360170701,-81.2064354725,201,29.695652173913,-81.7391304347826,"ants",2018,196,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,0
"15",15879446,"2018/08/23 9:37 AM EDT","2018-08-23","2018-08-23 13:37:00 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/15879446","https://inaturalist-open-data.s3.amazonaws.com/photos/23745866/medium.jpeg","","The organism was found outside on a sidewalk in 85 degrees Fahrenheit and sunny with some clouds. It has a dark red body and similar to other ants. However, the difference in body color makes it this type of ant according to: http://entoweb.okstate.edu/ddd/insects/rifa.htm",1,0,28.061525,-82.414375,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2018-08-23 14:00:00,14,10,"3",5,FALSE,-4.23222627737226,1,28.061525,-82.414375,201,29.695652173913,-81.7391304347826,"ants",2018,235,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.56,0
"16",16073525,"Fri Aug 31 2018 12:34:26 GMT-0400 (EDT)","2018-08-31","2018-08-31 16:34:26 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/16073525","https://static.inaturalist.org/photos/24071167/medium.jpg","","",1,0,27.8288033333,-81.5998916667,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2018-08-31 17:00:00,17,13,"3",2,FALSE,-1.23222627737226,1,27.8288033333,-81.5998916667,201,29.695652173913,-81.7391304347826,"ants",2018,243,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.42,4.64
"17",16999642,"2014/06/15 9:51 AM EDT","2014-06-15","2014-06-15 13:51:00 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/16999642","https://inaturalist-open-data.s3.amazonaws.com/photos/25705243/medium.jpeg","","",1,0,28.6008658,-81.1964381,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2014-06-15 14:00:00,14,10,"3",5,FALSE,-4.23222627737226,1,28.6008658,-81.1964381,201,29.695652173913,-81.7391304347826,"ants",2014,166,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06,8.35
"18",16999643,"2014/06/13 9:03 AM EDT","2014-06-13","2014-06-13 13:03:00 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/16999643","https://inaturalist-open-data.s3.amazonaws.com/photos/25705247/medium.jpeg","","",1,0,29.8724034,-81.2781909,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2014-06-13 13:00:00,13,9,"3",6,FALSE,-5.23222627737226,1,29.8724034,-81.2781909,201,29.695652173913,-81.7391304347826,"ants",2014,164,10849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.19,1.35
"19",16999644,"2014/06/15 8:35 AM EDT","2014-06-15","2014-06-15 12:35:00 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/16999644","https://inaturalist-open-data.s3.amazonaws.com/photos/25705249/medium.jpeg","","",1,0,28.6008658,-81.1964381,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2014-06-15 13:00:00,13,9,"3",6,FALSE,-5.23222627737226,1,28.6008658,-81.1964381,201,29.695652173913,-81.7391304347826,"ants",2014,166,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06,8.35
"20",16999651,"2014/06/13 11:34 AM EDT","2014-06-13","2014-06-13 15:34:00 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/16999651","https://inaturalist-open-data.s3.amazonaws.com/photos/25705281/medium.jpeg","","",1,0,29.8724034,-81.2781909,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2014-06-13 16:00:00,16,12,"3",3,FALSE,-2.23222627737226,1,29.8724034,-81.2781909,201,29.695652173913,-81.7391304347826,"ants",2014,164,10849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.19,1.35
"21",26244641,"Sun Jun 02 2019 08:32:41 GMT-0400 (EDT)","2019-06-02","2019-06-02 12:32:41 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/26244641","https://inaturalist-open-data.s3.amazonaws.com/photos/40749089/medium.jpg","","",2,0,28.2997097206,-81.2391337132,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-02 13:00:00,13,9,"3",6,FALSE,-5.23222627737226,1,28.2997097206,-81.2391337132,201,29.695652173913,-81.7391304347826,"ants",2019,153,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.83,0
"22",26912046,"Thu Jun 13 2019 09:01:18 GMT-0400 (EDT)","2019-06-13","2019-06-13 13:01:18 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/26912046","https://static.inaturalist.org/photos/41818142/medium.jpg","","",2,0,28.8704411003,-81.1757966045,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-13 13:00:00,13,9,"3",6,FALSE,-5.23222627737226,1,28.8704411003,-81.1757966045,201,29.695652173913,-81.7391304347826,"ants",2019,164,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,25.03
"23",27162678,"Mon Jun 17 2019 07:07:37 GMT-0400 (EDT)","2019-06-17","2019-06-17 11:07:37 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/27162678","https://static.inaturalist.org/photos/42233201/medium.jpg","","",1,0,28.4163046938,-81.2014461514,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-17 11:00:00,11,7,"3",8,FALSE,-7.23222627737226,1,28.4163046938,-81.2014461514,201,29.695652173913,-81.7391304347826,"ants",2019,168,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.02,5.21
"24",27466564,"2019-06-22 12:26:12 PM EDT","2019-06-22","2019-06-22 16:26:12 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/27466564","https://inaturalist-open-data.s3.amazonaws.com/photos/42738263/medium.jpeg","","",1,0,28.3999099731,-81.4958343506,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-22 16:00:00,16,12,"3",3,FALSE,-2.23222627737226,1,28.3999099731,-81.4958343506,201,29.695652173913,-81.7391304347826,"ants",2019,173,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.27,0
"25",27466601,"2019-06-22 12:26:06 PM EDT","2019-06-22","2019-06-22 16:26:06 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/27466601","https://inaturalist-open-data.s3.amazonaws.com/photos/42738320/medium.jpeg","","",1,0,28.3999099731,-81.4958343506,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-22 16:00:00,16,12,"3",3,FALSE,-2.23222627737226,1,28.3999099731,-81.4958343506,201,29.695652173913,-81.7391304347826,"ants",2019,173,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.27,0
"26",27466681,"2019-06-22 12:23:10 PM EDT","2019-06-22","2019-06-22 16:23:10 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/27466681","https://inaturalist-open-data.s3.amazonaws.com/photos/42738486/medium.jpeg","","",2,0,28.3998413086,-81.4948577881,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-22 16:00:00,16,12,"3",3,FALSE,-2.23222627737226,1,28.3998413086,-81.4948577881,201,29.695652173913,-81.7391304347826,"ants",2019,173,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.27,0
"27",27548915,"2019-06-23 7:52:25 PM EDT","2019-06-23","2019-06-23 23:52:25 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/27548915","https://inaturalist-open-data.s3.amazonaws.com/photos/42875988/medium.jpeg","","It was approximately 89 degrees. I found these on a concrete path devouring some sort of food. This is a protostome. ",2,0,28.0786150455,-82.4083460122,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-24 00:00:00,0,20,"3",5,FALSE,5.76777372262774,1,28.0786150455,-82.4083460122,201,29.695652173913,-81.7391304347826,"ants",2019,175,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.91,0
"28",27716908,"Fri Jun 21 2019 09:54:46 GMT-0400 (EDT)","2019-06-21","2019-06-21 13:54:46 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/27716908","https://inaturalist-open-data.s3.amazonaws.com/photos/43153075/medium.jpg","","",2,0,29.6286916667,-82.3533633333,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-06-21 14:00:00,14,10,"3",5,FALSE,-4.23222627737226,1,29.6286916667,-82.3533633333,201,29.695652173913,-81.7391304347826,"ants",2019,172,10849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,0
"29",29321259,"2019/07/01 7:44 PM EDT","2019-07-01","2019-07-01 23:44:00 UTC","Eastern Time (US & Canada)","research","https://www.inaturalist.org/observations/29321259","https://static.inaturalist.org/photos/45754088/medium.jpeg","","Eating a click beetle: https://www.inaturalist.org/observations/28941833",1,0,29.354662672,-81.0898866128,"Red Imported Fire Ant","Solenopsis invicta","Insecta",67598,"Myrmicinae","Solenopsis",2019-07-02 00:00:00,0,20,"3",5,FALSE,5.76777372262774,1,29.354662672,-81.0898866128,201,29.695652173913,-81.7391304347826,"ants",2019,183,10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.76,0
