"term","samplesize","meanlightness","sdlightness","selightness","meanred","sdred","sered","meangreen","sdgreen","segreen","meanblue","sdblue","seblue","meansolar","sdsolar","sesolar","meantemp","sdtemp","setemp","meanredness","sdredness","seredness","meanorangeness","sdorangeness","seorangeness","meanyellowness","sdyellowness","seyellowness","meanbrownness","sdbrownness","sebrownness","meandarkbrownness","sddarkbrownness","sedarkbrownness","meanbrownblackness","sdbrownblackness","sebrownblackness","meanblueness","sdblueness","seblueness","meangreenness","sdgreenness","segreenness","meanpurpleness","sdpurpleness","sepurpleness","meanpixSD","sdpixSD","sepixSD","meanpixUsed","sdpixSD","sepixSD","numvalidtaxa"
"23","tetramorium impurum",5,0.359397401701986,0.0429437040772083,0.0192050083044545,115.239503915824,15.7241157489092,7.03203834012719,87.731488379203,14.2873812434483,6.38951113616119,68.0531709521886,13.4013462198291,5.99326422750953,NA,NA,NA,NA,NA,NA,"0.098095424053253","0.0855239385995712","0.0382474680824319","0.178719774537276","0.123904248065289","0.0554116642749964","0.0467021251203782","0.0647031407284953","0.0289361242053301","0.382933512022008","0.143287948326993","0.0640803185631266","0.349318126410247","0.123840171569465","0.0553830083949123","0.54808037680069","0.0616631990153301","0.0275766209416753","0","0","0","0","0","0","0","0","0",22.2011264590458,5.40460187867967,2.41701143841016,1687.2,"5.40460187867967","2.41701143841016",1
"24","temnothorax unifasciatus",19,0.436149034091943,0.0387517603715776,0.00889026354442162,156.018261709783,24.6057681404817,5.64495035539749,111.351642521986,14.1050380361403,3.23591765233332,66.4177456771078,13.7519004443605,3.15490233255787,NA,NA,NA,NA,NA,NA,"0.221923550086553","0.0868043531139921","0.0199142843728059","0.405905873822877","0.145729107330901","0.0334325501046206","0.21775411772925","0.125221974730593","0.02872789122954","0.520293294372082","0.0710682131413451","0.0163041662726912","0.407656309290385","0.0508590181836976","0.0116678589805492","0.388163679569477","0.0964932083940458","0.0221370602172451","0","0","0","0","0","0","0","0","0",22.2633033854735,5.22596613245329,1.19891885545947,1894.26315789474,"5.22596613245329","1.19891885545947",5
"25","tapinoma madeirense",7,0.330566031957364,0.032533459500675,0.0122964918753397,98.6220501605087,15.4459924447523,5.83803639448532,78.0652747886863,10.0397915384603,3.79468451795663,69.9666261377466,14.1945789155231,5.36504653939359,NA,NA,NA,NA,NA,NA,"0.0507466849871303","0.117778302640161","0.0445160140893097","0.0606165064127858","0.128290328191098","0.0484891862869291","0.00857668783723074","0.022691783089945","0.00857668783723074","0.224641902937649","0.179757644851499","0.0679420035056766","0.215794359032155","0.157119467627602","0.0593855767813571","0.613246862115652","0.0605725193911856","0.0228942603705307","0","0","0","0","0","0","0","0","0",24.6157992808944,3.89231647011787,1.47115734341323,2217.28571428571,"3.89231647011787","1.47115734341323",1
"26","myrmica aloba",3,0.389140672624921,0.073681055549841,0.0425397772558765,133.220408789396,22.7088134231729,13.1109395428458,90.0190760538622,16.345472931876,9.43706319725034,65.2413342493138,14.8872259414526,8.59514390478447,NA,NA,NA,NA,NA,NA,"0.223284757282877","0.047460280752131","0.0274012058680581","0.301624524751479","0.0382418904321064","0.0220789657352968","0.0659853377116514","0.0187718658171727","0.0108379417827362","0.489848298489068","0.0363624045134874","0.020993844034244","0.424278280214255","0.0713851950875315","0.0412142615999403","0.47756702435531","0.0890541702869524","0.0514154491876307","0","0","0","0","0","0","0","0","0",21.6196656938587,2.54598349389183,1.46992425555079,1677.66666666667,"2.54598349389183","1.46992425555079",1
"27","lioponera ruficornis",3,0.360611428677411,0.0461942648094635,0.0266702712227606,101.605812726037,9.78099144219132,5.64705804209059,88.8944975785138,11.9020723228456,6.87166465950931,82.3060158994421,13.8404992437836,7.99081596411728,NA,NA,NA,NA,NA,NA,"0","0","0","0.00397602514767433","0.00688667756794349","0.00397602514767433","0","0","0","0.163445454684574","0.0685735115341627","0.0395909353435267","0.15697714754438","0.0774397729669715","0.0447098737684645","0.601545832446913","0.038356829185064","0.0221453256552572","0","0","0","0","0","0","0","0","0",41.0057636211902,11.3218580651728,6.53667780165424,1803,"11.3218580651728","6.53667780165424",1
"28","crematogaster laeviceps",7,0.378685432426385,0.0935169289018897,0.0353460767498441,124.49387247376,30.5354607555576,11.5413193325683,92.4809202783242,24.6592826245808,9.32033276198529,68.6356980636969,22.0913426381791,8.34974267830564,NA,NA,NA,NA,NA,NA,"0.126509031168384","0.076780589766837","0.0290203351485602","0.217112792409266","0.154059390404013","0.0582289763061757","0.0870649733878761","0.109171804032058","0.0412630633784434","0.411741944636715","0.172210388583631","0.0650894087677262","0.367167081701339","0.17942881329789","0.0678177168608079","0.511788735397021","0.119746904923755","0.0452600758139932","0","0","0","0","0","0","0","0","0",21.2946409820597,5.81864048144572,2.19923938319979,1367.14285714286,"5.81864048144572","2.19923938319979",4
"29","iridomyrmex agilis",3,0.518436969205183,0.0279429041615099,0.0161328432395876,174.632846454174,14.9870285687545,8.65276497852302,122.238958586019,7.55794137497947,4.3635794873638,89.7700078404693,3.06823044689338,1.7714436744497,NA,NA,NA,NA,NA,NA,"0.27472798285214","0.118618927056383","0.0684846694669874","0.377250115422463","0.0474833265515008","0.0274145113665279","0.138403810212872","0.0366046349340918","0.0211336958327859","0.430653717067267","0.00021804620771458","0.00012588903671979","0.30806671659766","0.0212449603689667","0.0122657835879459","0.315165308022848","0.0587726610539392","0.0339324116804824","0","0","0","0","0","0","0","0","0",35.7635164170252,12.9307707519629,7.46558397447514,2115.33333333333,"12.9307707519629","7.46558397447514",1
"30","iridomyrmex anceps",21,0.431576420487719,0.115615383257496,0.0252293450132764,128.197410809611,37.7869428360478,8.24578694415039,105.775848623815,29.1477016967731,6.36054996949789,91.906563639125,32.1315184988455,7.01167217689683,NA,NA,NA,NA,NA,NA,"0.069576399603441","0.125976776501323","0.0274903863868498","0.113249729993025","0.184045477435925","0.0401620157935436","0.0346282285990958","0.0946356834046533","0.0206511991736048","0.228486523197969","0.157997951835207","0.0344779797110868","0.189980727075136","0.110115294349749","0.0240291272157175","0.493864059803279","0.148722527626496","0.032453916209218","0","0","0","0","0","0","0","0","0",27.7282268733632,6.94214948677465,1.51490121470684,1752.85714285714,"6.94214948677465","1.51490121470684",1
"31","iridomyrmex discors",10,0.445606823733708,0.067002515056044,0.0211880556536823,154.804676172372,18.1703519517844,5.74596980545246,103.433548658732,21.5133360526741,6.80311419950662,72.4548039318192,18.0364241069448,5.70361810227139,NA,NA,NA,NA,NA,NA,"0.27712633204645","0.0622332775915097","0.0196798903446689","0.369640268466613","0.0622614504393506","0.0196887993814039","0.12373810322334","0.0667935074359423","0.0211219616408971","0.496985316470869","0.0737534944026775","0.0233229027708941","0.39277854021693","0.076304008180115","0.0241294460449283","0.392922838539717","0.0712562821638602","0.022533214923343","0","0","0","0","0","0","0","0","0",25.5944135519559,7.87603313910743,2.49062036465453,1804.8,"7.87603313910743","2.49062036465453",1
"32","iridomyrmex tenuiceps",3,0.437192664635451,0.079582160787763,0.0459467819535071,134.530614672633,45.5531977283889,26.3001509709336,104.996364609478,12.7773708437254,7.37701849616053,88.4376442914468,11.2367892797598,6.48756331549645,NA,NA,NA,NA,NA,NA,"0.128287564622411","0.222200579905292","0.128287564622411","0.157652042410341","0.271609798135136","0.156813990067861","0.0583184071293358","0.101010444164497","0.0583184071293358","0.254286158053831","0.208662696260151","0.120471463855631","0.194180043763053","0.134474523832873","0.077638902534056","0.472428962068105","0.178639991091721","0.103137846944838","0","0","0","0","0","0","0","0","0",29.3316203784231,5.70084443572045,3.29138406957138,2417.33333333333,"5.70084443572045","3.29138406957138",1
"33","iridomyrmex minor",8,0.612795384671532,0.225276503404578,0.0796472715996858,175.408067889267,53.0963387159897,18.7723905811271,151.119969166285,58.4113982046108,20.651547884534,137.117578293214,62.3257487243059,22.0354797827428,NA,NA,NA,NA,NA,NA,"0.0867572286549018","0.0619187532201039","0.0218915851422759","0.143615597749528","0.0684335120400157","0.0241949002119532","0.00624424081836895","0.0176613801041221","0.00624424081836895","0.198991698343081","0.168977264064935","0.0597424846433328","0.152848968748911","0.163872013910704","0.0579375061414777","0.312125223963657","0.208220936141136","0.0736172179652041","0","0","0","0","0","0","0","0","0",37.523155837681,16.3361329922783,5.77569520860264,1401.875,"16.3361329922783","5.77569520860264",1
"34","meranoplus fenestratus",4,0.394821265347336,0.0734604003446488,0.0367302001723244,128.019953741454,38.5927767814961,19.296388390748,84.2615822102082,5.38381127311539,2.6919056365577,73.3388915856873,3.28311430899169,1.64155715449584,NA,NA,NA,NA,NA,NA,"0.191622179819207","0.217641332023541","0.10882066601177","0.170805188395607","0.169080231491079","0.0845401157455394","0.00413149786178521","0.00826299572357042","0.00413149786178521","0.309024678956818","0.116720163874363","0.0583600819371813","0.259935745880348","0.0682056566207477","0.0341028283103738","0.497960965719788","0.151344222672534","0.0756721113362668","0","0","0","0","0","0","0","0","0",17.8141025511209,4.99421206616907,2.49710603308454,1255.25,"4.99421206616907","2.49710603308454",1
"35","melophorus turneri",22,0.375403325145831,0.0637687613641065,0.0135955456039375,120.311083565425,20.8814365804892,4.45193723749454,86.7726482917409,15.8614609550678,3.38167483806701,71.3352086995449,15.9934965491968,3.40982492131973,NA,NA,NA,NA,NA,NA,"0.136077872705417","0.0899312368271395","0.0191734041142922","0.176648868117318","0.109772900990088","0.0234036611275203","0.0196786295764921","0.0420515491095416","0.0089654203940174","0.357170485443296","0.136731210281065","0.0291511919800927","0.317682842079043","0.121210491343077","0.0258421635841596","0.528191829155195","0.0818879865901537","0.0174585774019394","0","0","0","0","0","0","0","0","0",34.1402017762942,11.5804300464884,2.46895598161735,1687.22727272727,"11.5804300464884","2.46895598161735",1
"36","polyrhachis inconspicua",5,0.285852401136588,0.0549064777532387,0.0245549233322643,73.9869468585499,14.0355190427407,6.2768749358122,74.0213974883166,14.4843101076532,6.47758040157998,71.5013256843161,14.2643315437449,6.37920299708162,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.00529303853768621","0.00664029619959648","0.00296963073860625","0.0194631800456507","0.0214846520595623","0.00960822849562245","0.706323755733927","0.0568021035790347","0.0254026729735411","0","0","0","0","0","0","0","0","0",22.546842128731,12.2715510280667,5.48800445762291,1416.4,"12.2715510280667","5.48800445762291",1
"37","brachyponera lutea",5,0.454414121476683,0.071588781232057,0.0320154762522481,152.075261963398,31.1316960715026,13.9225177341486,111.983038099827,17.1195734157636,7.65610598068915,79.6759399897105,14.0775471306264,6.29567046810753,NA,NA,NA,NA,NA,NA,"0.188449503200703","0.113582982366647","0.0507958539317967","0.321771471256278","0.151888020376183","0.0679263877058038","0.122657118372925","0.121113732137845","0.0541637076137843","0.435106093229892","0.0845455809753377","0.0378099332516136","0.342325135751429","0.0609718297157655","0.0272674311913987","0.403626423672949","0.122085082633344","0.0545981087613671","0","0","0","0","0","0","0","0","0",29.6832900987092,13.5331482384888,6.05220788216852,2114.2,"13.5331482384888","6.05220788216852",1
"38","melophorus sulla",4,0.399007331015746,0.0431692534114412,0.0215846267057206,148.553359908644,11.27963831273,5.63981915636499,100.966326953148,9.37347393433785,4.68673696716892,54.9403789093862,11.5737225039684,5.7868612519842,NA,NA,NA,NA,NA,NA,"0.255354555046123","0.0180555847565771","0.00902779237828857","0.440410585147327","0.0281453411832066","0.0140726705916033","0.243700595019819","0.0313843911561634","0.0156921955780817","0.621414874705154","0.0629278106357271","0.0314639053178636","0.503413228265002","0.0681107441937379","0.034055372096869","0.417437804279827","0.044233875736196","0.022116937868098","0","0","0","0","0","0","0","0","0",29.3869189280414,13.6418194982559,6.82090974912797,1278,"13.6418194982559","6.82090974912797",1
"39","pogonomyrmex schmitti",5,0.317797809416226,0.0313740371083833,0.0140308959405892,90.3057031105516,7.50463050346803,3.3561727903546,74.6259612036996,9.40674633546135,4.20682485063772,71.7932076637515,10.9714609998477,4.90658652162944,NA,NA,NA,NA,NA,NA,"0.0138968551965672","0.0234467621267821","0.0104857107935505","0","0","0","0","0","0","0.120287990677357","0.111267624188458","0.0497603942760584","0.123592565849159","0.115990364281227","0.0518724678535575","0.645859987801758","0.0294299235430119","0.0131614619229592","0","0","0","0","0","0","0","0","0",20.7455521494309,9.80880326800146,4.38663017703467,1752,"9.80880326800146","4.38663017703467",1
